X_mean,X_std,X_rms,X_crestf,X_skew,X_kurtosis,X_max,X_min,X_p2p,Y_mean,Y_std,Y_rms,Y_crestf,Y_skew,Y_kurtosis,Y_max,Y_min,Y_p2p,freqX_1,freqY_1
-0.0029816406249999995,0.34428087764180043,0.3442937886320708,2.9306366635567356,-0.04085904597796782,-0.0035499468577957494,1.009,-1.248,2.2569999999999997,-0.00034687500000000067,0.33260999706335403,0.33261017793920555,3.601814013697952,-0.0018262453486096002,0.12090547153888531,1.198,-1.184,2.3819999999999997,0.0356533427964423,0.037050604976062954
0.120718359375,0.3138287226544654,0.33624602518561464,3.271414136101022,-0.10720027914155723,0.06850633503539383,1.1,-0.935,2.035,0.06413320312500001,0.3405909258058742,0.3465764655662225,3.1941003212420336,0.012038839403295904,-0.18186443519606366,1.107,-1.147,2.254,0.24143671875,0.12826640625
0.0021046875000000007,0.31349660331577334,0.3135036682401021,3.67778790746702,-0.03414880915798609,0.19869485689793764,1.153,-1.289,2.442,-0.010473828125000001,0.3400921188663933,0.34025336205631385,5.069751521557348,0.1228511369388003,0.13855237776080598,1.725,-1.231,2.9560000000000004,0.028401112922166315,0.03278500943286585
0.003441406250000002,0.31440402153005687,0.31442285545305065,3.5175559944787382,-0.022751983119269212,0.1051335839196863,1.106,-1.105,2.2110000000000003,0.00287578125,0.3431590628006233,0.34317111256631144,3.566733781426561,0.06039362482358213,0.12008062965530408,1.224,-1.24,2.464,0.03346010048203481,0.0344689650229881
-0.005528125,0.3001057417648559,0.3001566531100885,3.821337918434594,0.09226466720366383,-0.044652594939642576,1.147,-0.912,2.059,0.004271093750000001,0.337304717728538,0.3373317578345537,3.2371692692378455,-0.014742311683520115,-0.06684064162589287,1.092,-1.196,2.2880000000000003,0.026329079967333118,0.032146785694966054
0.001881250000000001,0.3347267810165292,0.33473206752752266,2.90082753998513,-0.003220038380983783,-0.2563336027102441,0.971,-1.145,2.116,0.0006710937499999993,0.34751887373483575,0.3475195217088531,3.165289807579686,-0.03244785494070126,-0.08696275673024356,1.1,-1.44,2.54,0.02827441285129359,0.03260217887086196
0.007320703125000001,0.3216490831579979,0.3217323816320406,3.391017075949031,-0.023635167314780974,0.025221533519399486,1.091,-1.172,2.263,0.0049124999999999985,0.3436329007367455,0.343668012949998,3.352072222583049,-0.031355696507327196,-0.16470441822989912,1.152,-1.098,2.25,0.03224826958880246,0.035500402960363914
-0.0033496093750000006,0.2991741602543741,0.29919291109061225,3.6197381684354393,-0.03729618686349667,0.3837647930755659,1.083,-1.54,2.623,0.0025894531249999997,0.33095577470507814,0.3309659047063987,3.834231810451096,-0.002876081559853936,0.03779667468584513,1.269,-1.101,2.37,0.03693590065598112,0.032140565797677365
0.013782421875,0.2825420473471772,0.28287800139260566,3.5916543350781676,-0.0036524489263928765,0.21541188215238405,1.016,-1.256,2.2720000000000002,-0.0023964843750000006,0.322768225768531,0.322777122335405,3.1538790377534043,-0.03474550581918159,-0.032341857892356884,1.018,-1.112,2.13,0.030923251346624936,0.032951293260352905
0.022507812500000002,0.3049012582504619,0.30573089295367256,3.123662089799709,-0.13461411873083576,0.16330722340713377,0.955,-1.275,2.23,0.005208203125000001,0.3470274484977143,0.3470665287673604,3.2299282906402342,-0.04145222808429573,-0.007174510999917949,1.121,-1.273,2.394,0.045015625000000004,0.03975694202256301
0.016176562499999998,0.2977458911566767,0.2981850044435501,4.071297959015321,0.05100540724763542,0.10463050283678399,1.214,-0.943,2.157,0.003821484374999999,0.34148849919916285,0.34150988101096724,3.551873803502177,-0.02116615852245694,0.2732996854400236,1.213,-1.231,2.444,0.03969006658749205,0.03449377833696261
-0.014620312500000001,0.29142325248236856,0.29178976271452706,3.3311655315027537,-0.012371099004739277,0.11402759662453921,0.972,-1.131,2.1029999999999998,0.004500390625,0.33660081954534427,0.33663090356408903,3.7102951237577355,0.0003478598196648956,-0.031789597987234686,1.249,-1.163,2.412,0.03399520284502503,0.0354142965781487
-0.0009378906249999999,0.3093600331762339,0.3093614548802501,2.9900299000017823,-0.08241104296335659,-0.11660367347170508,0.925,-1.029,1.954,0.0007574218750000007,0.3561915469364458,0.35619235224366486,3.8546588419190853,-0.07147078623813302,0.027126516811580625,1.373,-1.511,2.884,0.031443066321585764,0.03253769128504484
0.006503515625,0.3079930257228082,0.3080616815012458,3.3564706748373005,-0.007687240765996548,0.08102545004745343,1.034,-1.066,2.1,0.001101953125000001,0.3463895738488462,0.34639132664065797,3.804945154897821,0.0547390595943243,0.017535303618222642,1.318,-1.236,2.5540000000000003,0.032295931693430195,0.03370339277267016
0.0001691406250000003,0.306211880128897,0.3062119268425464,3.1971321629918092,-0.0851817567652208,-0.08895816860405814,0.979,-1.119,2.098,0.0003789062500000007,0.34268857631427363,0.3426887857900372,3.2857801208875608,-0.07865241034693113,0.0016225568989476358,1.126,-1.2,2.3259999999999996,0.033561345761454,0.03547263406234243
0.008638281250000001,0.2937552240549024,0.2938822069511865,3.5932764047038765,-0.03146971650732609,0.1798904995935806,1.056,-1.024,2.08,-0.0023742187499999996,0.3370215378749215,0.3370299006115778,3.4121601611999366,-0.06269779964079747,-0.05423573401605841,1.15,-1.283,2.433,0.03065843426620089,0.036439758168565324
0.0034265624999999995,0.3206999389724507,0.32071824423861517,3.6605338832128957,0.02454059767028296,-0.2662872267157992,1.174,-0.919,2.093,-0.00010742187500000136,0.34286204374159845,0.34286206056973556,3.033289825861243,-0.015771858024299493,0.03674043887372713,1.04,-1.281,2.3209999999999997,0.037232453606234034,0.03569094376101875
-0.017569140625,0.3000712674217143,0.3005851630310036,3.4366300371700387,0.05080357749105448,-0.21135718896882194,1.033,-0.958,1.9909999999999999,0.0018480468749999992,0.3429341886858509,0.3429391681433822,3.1900701396190496,-0.015014281529305583,-0.08623019904558316,1.094,-1.272,2.366,0.038449038985850684,0.03683959888406457
-0.006088281250000001,0.31281376251520787,0.3128730048877659,4.023996894368146,0.007017445909503047,-0.13396197172560198,1.259,-0.901,2.16,0.003182421875000001,0.3466615400688177,0.346676147393897,3.594132475991439,0.0034344983102539144,0.038764056595003815,1.246,-1.209,2.455,0.040881073045206495,0.039213750029071445
-0.015595703125000002,0.29446882299474736,0.29488152480593793,3.459016297040867,-0.04570003610111434,0.024109155657581205,1.02,-1.169,2.189,0.00485859375,0.3431353338670072,0.3431697295526661,3.2811751825191013,0.0035392486500455235,-0.06777237038680006,1.126,-1.116,2.242,0.034831758237048545,0.0390363535129222
-0.016228515625000002,0.2900474606357279,0.2905011086736589,3.6110017093890616,-0.00822742343985419,0.20730846535580838,1.049,-1.144,2.1929999999999996,-0.00015078124999999987,0.350518646859571,0.3505186792900629,3.212382296659879,-0.04166345933610576,-0.24681327848363255,1.126,-1.136,2.2619999999999996,0.03928264163657329,0.034670599239664
0.006439453124999999,0.29781543979086433,0.29788504953148454,3.685985589833868,-0.016975621283239043,0.049490265784841725,1.098,-0.983,2.081,0.0027058593749999986,0.34028158692936605,0.34029234501840466,3.2501465759983,-0.01941432719795008,-0.13314782249136758,1.106,-1.202,2.308,0.04011292111230756,0.03681734285463591
0.008379296875000001,0.2858196783913865,0.28594247878179097,3.818949897378939,-0.03464573706467021,0.14371038886737253,1.092,-0.852,1.944,0.00025898437499999983,0.34174076391903924,0.3417408620532157,3.5553254963429013,0.0047045751756619745,0.05484795794146846,1.215,-1.268,2.483,0.03794558587755669,0.034691515743086085
0.007414843749999999,0.2961436712111422,0.2962364830777094,3.625481874621993,0.01880053695295976,0.27058044047065755,1.074,-1.157,2.231,0.0017890625000000007,0.3394439766999425,0.33944869135482025,3.237602701055144,0.057625856942253154,-0.060396149543717303,1.099,-1.141,2.24,0.03387549780444972,0.034499076101861315
-0.00898984375,0.31760404651956275,0.31773125067618074,3.84601765611471,-0.12087433372297153,0.49464962661916,1.222,-1.138,2.36,0.0017140625000000007,0.3386641108214688,0.3386684484399897,4.077734451973036,0.03525507660735194,0.2926826665133544,1.381,-1.233,2.614,0.04472465995456208,0.03346762706887566
0.020041406249999998,0.30457644617857843,0.305235105338901,3.931395763497275,-0.05124977919194503,-0.050040062523188045,1.2,-1.104,2.3040000000000003,-0.0012144531250000011,0.34689788621867124,0.34690001204868093,3.3294896508620395,0.0533121687130378,-0.10322108897675042,1.155,-1.179,2.334,0.040082812499999995,0.037276793172023384
-0.0009441406250000027,0.31640592685916175,0.31640733549196515,3.615592534292084,0.02636305730015645,0.03955036305642823,1.144,-0.985,2.129,0.0027488281250000013,0.3569119155034113,0.35692250066978826,3.6422472597285562,0.0819925735970104,-0.02124895085824985,1.3,-1.234,2.534,0.03752929578811394,0.037657769711433475
0.01040390625,0.2927186364770635,0.2929034677265703,3.3697108732129424,0.1033286945935957,-0.0867933610568068,0.987,-0.879,1.866,-0.000896484374999999,0.3556886759602987,0.3556898057164768,2.999804837956234,-0.0011064590161108372,-0.16748146815548637,1.067,-1.177,2.2439999999999998,0.02900790298681754,0.03948717202931963
0.0177375,0.3068228810119936,0.30733515779804627,3.6507375467185574,-0.14510505412766747,0.044122078036942014,1.122,-1.064,2.186,0.0015527343749999986,0.34616628776006725,0.3461697701498861,3.509838538107831,0.03202249107797596,0.1252900831492032,1.215,-1.126,2.341,0.035475,0.03878985116104986
0.003590625000000001,0.3238800396263397,0.3238999423529587,3.9950609147991405,-0.013354746321091557,0.2930528728579245,1.294,-1.206,2.5,-0.000735546875,0.36405224232611133,0.3640529853906915,3.834606653484387,-0.07844916036635452,0.0821024492427802,1.396,-1.279,2.675,0.04489019290033504,0.038290639883708594
-0.0324265625,0.3177120466821074,0.31936253155700656,3.8075850478500564,0.0946937873897984,0.2433387178255293,1.216,-1.203,2.419,0.0025074218749999997,0.3332574700605611,0.3332669028205847,3.4416858988769468,0.018202611948218865,-0.13149799697558517,1.147,-1.21,2.357,0.064853125,0.03718656201611088
0.018605078125,0.32991591952888183,0.33044010484598413,3.652704324623594,-0.07754061470428529,0.05727179290311346,1.207,-1.154,2.3609999999999998,0.007904687500000004,0.3593715808227292,0.35945850551558794,3.349482573163896,-0.00783941215779476,-0.01612295092160343,1.204,-1.115,2.319,0.03721015625,0.037534015960439315
-0.013259375,0.29664662516976215,0.2969428080455898,3.913211461991689,0.04260761906770439,0.03433769773014994,1.162,-1.013,2.175,0.006655468749999999,0.352916077645547,0.352978828154041,3.2438206166300674,-0.014713314307269356,0.02331344505565891,1.145,-1.203,2.348,0.03377541775859187,0.03706343465627687
0.017584765625,0.3006268175658799,0.3011406771292696,3.8188132236494354,-0.08255237861463109,0.4655629591290853,1.15,-1.32,2.4699999999999998,-0.005722265624999999,0.36090510543526805,0.3609504667584252,3.9008122434215826,0.048008708053011585,0.17326389428013966,1.408,-1.307,2.715,0.040536601794922196,0.0367319972182518
0.022635546875000002,0.3034125588135644,0.3042557293267047,3.4083170834442584,-0.06291847216189912,0.035951471923033385,1.037,-1.128,2.165,0.007245312499999998,0.36637272578178814,0.366444359691891,3.7986667366647513,-0.09246586519873357,0.10713953275202437,1.392,-1.412,2.804,0.045271093750000005,0.03810358744334305
0.0030085937500000017,0.30856646987707115,0.3085811367675445,3.217954313092155,-0.03634537845787811,-0.01458552802246027,0.993,-1.193,2.186,-0.003318750000000001,0.3549499358954548,0.354965450563502,3.0848072629651844,-0.01692546002012224,0.008604816133138016,1.095,-1.294,2.3890000000000002,0.03295464243817548,0.036392410420152385
-0.016771484375,0.3200370665289946,0.32047621852584474,3.179643109517728,-0.0910079777182774,-0.035238967233552465,1.019,-1.331,2.3499999999999996,0.0024519531249999997,0.373006509708943,0.3730145685618392,3.514608035430282,0.07403045090874659,0.04521356800370713,1.311,-1.29,2.601,0.03427817873138353,0.03656923219470739
