X_mean,X_std,X_rms,X_crestf,X_skew,X_kurtosis,X_max,X_min,X_p2p,Y_mean,Y_std,Y_rms,Y_crestf,Y_skew,Y_kurtosis,Y_max,Y_min,Y_p2p,freqX_1,freqY_1
0.0034652343749999996,0.5617349696566,0.56174565773522,3.5781317974110936,-0.00471106707861808,-0.13146502800822502,2.01,-1.763,3.7729999999999997,-0.0018812499999999988,0.4357973627354662,0.4358014232064301,3.650745305726953,0.002713478645300573,-0.035080446138692434,1.591,-1.569,3.16,0.09179424798700177,0.040676198018045465
0.005609374999999999,0.5350830949542877,0.5351124962040692,3.223621224016713,-0.025790578706309842,-0.08464601425819573,1.725,-1.915,3.64,-0.0009304687499999992,0.4209673549283902,0.42096838323976304,3.9575418637820303,0.0773801071770761,0.1506204896715504,1.666,-1.509,3.175,0.07350987186668825,0.035871576960712886
0.004195703124999995,0.5311416804838064,0.5311582520039343,3.3436362765702548,-0.0050161123740306915,0.033388410188488926,1.776,-1.901,3.677,-0.002228515624999999,0.42559950332881513,0.4256053377433429,3.7217578341444946,-0.024392998051301348,-0.06155153026894755,1.584,-1.353,2.9370000000000003,0.044776135837904046,0.03748433409973391
-0.0018242187500000008,0.5548301847815259,0.5548331836856462,3.3848011532490188,-0.08016503228531406,0.043419077254756466,1.878,-1.91,3.788,-0.0005941406250000003,0.44552382499428994,0.44552422116044943,3.591275005952554,-0.008190013669393986,-0.11331922192357613,1.6,-1.348,2.9480000000000004,0.045180547479937466,0.033603201195397024
-0.002581640625000002,0.5666459015203483,0.5666517824714973,3.1183172005443756,-0.03418650780164901,-0.1854766545515223,1.767,-1.66,3.4269999999999996,0.009917578125,0.42373083087587515,0.4238468772925253,3.239377410942679,0.08121324121779538,-0.03481642388596429,1.373,-1.344,2.717,0.08683105115529412,0.037806229294532
-0.0007488281249999999,0.5441824894597072,0.5441830046759316,3.4032668864822253,0.02618944444350269,0.1077758419984054,1.852,-1.86,3.712,-0.005373437500000001,0.4326181951004068,0.4326515648446218,3.3745399731174666,0.065272202467614,-0.12433987473936181,1.46,-1.346,2.806,0.09776778937672045,0.038044788969985234
0.015531640625,0.5284721179661429,0.5287003038850319,3.5445411818933046,0.03624490713702037,-0.0016158081089243659,1.874,-1.625,3.499,6.835937500000045e-05,0.4493151381534689,0.4493151433536099,3.5275908756821246,-0.040268689734768805,-0.07940090103783781,1.585,-1.654,3.239,0.08240293397611093,0.04205569949105352
-0.001179687499999999,0.540392926830702,0.5403942144687062,3.4955962692109663,0.031212405881159252,0.1100947076589569,1.889,-1.935,3.824,-0.0007234375000000003,0.4375670913707789,0.43756768940645063,3.4303264074092583,-0.02507257832741546,0.1625979167937266,1.501,-1.976,3.477,0.06466676527699813,0.03826984133788427
0.008843359374999998,0.5663100665530674,0.5663791102118572,3.7095294690761276,0.01954459033135131,0.21793491959247557,2.101,-2.021,4.122,0.007046875000000001,0.4489708719911397,0.44902617111227494,3.5075906513390853,0.08892549483427521,0.14419538554557798,1.575,-1.713,3.2880000000000003,0.03894460010615639,0.03515889089138029
-0.00010117187500000013,0.5335543745707898,0.5335543841628283,3.257399904467101,0.0010962782067856093,0.15173869985431088,1.738,-1.66,3.3979999999999997,0.003437890624999998,0.453405724302115,0.45341875779666974,3.6169654911706113,-0.022659842042708225,0.07094864897531705,1.64,-1.585,3.2249999999999996,0.059439932268875714,0.03787637607372398
